Nodos AristasExistentes Tiempo
50 750 70622
50 750 100011
50 750 71369
50 750 70494
50 750 70812
50 750 104290
50 750 70798
50 750 70431
50 800 74743
50 800 73736
50 800 102239
50 800 74723
50 800 73767
50 800 73987
50 800 73787
50 800 74839
50 800 73783
50 800 73969
50 800 148024
50 800 74291
50 800 74057
50 800 73618
50 800 73407
50 800 73221
50 800 92625
50 800 75415
50 800 73813
50 800 98984
50 800 88654
50 800 129853
50 800 90841
50 800 113508
50 800 69884
50 800 68193
50 800 67706
50 800 68059
50 800 68033
50 800 1102517
50 800 68582
50 800 67981
50 800 104839
50 800 68511
50 800 82096
50 800 93491
50 800 93217
50 800 74115
50 800 75803
50 800 73650
50 800 73452
50 800 73786
50 800 73856
50 800 73633
50 800 73726
50 800 85710
50 800 162408
50 800 74543
50 800 67748
50 800 67790
50 800 103528
50 800 81266
50 800 68429
50 800 67746
50 800 123456
50 800 68134
50 800 67772
50 800 69282
50 800 67987
50 800 104723
50 800 67893
50 800 67823
50 800 67896
50 800 104673
50 800 67768
50 800 68187
50 800 73954
50 800 161202
50 800 68600
50 800 68266
50 800 67944
50 800 76773
50 800 68249
50 800 67808
50 800 67606
50 800 99723
50 800 68444
50 800 67485
50 800 67892
50 800 167301
50 800 68058
50 800 75416
50 800 68076
50 800 73484
50 800 67846
50 800 68154
50 800 68295
50 800 67769
50 800 69754
50 800 85440
50 800 180868
50 800 73900
50 800 73942
50 800 79399
50 800 73911
50 800 73940
50 800 73613
50 800 91257
50 800 73690
50 800 68617
50 850 71551
50 850 76660
50 850 76884
50 850 96690
50 850 70832
50 850 70599
50 850 70488
50 850 70585
50 850 168588
50 850 83165
50 850 70926
50 850 70637
50 850 70716
50 850 107662
50 850 70801
50 850 70689
50 850 70570
50 850 70913
50 850 170453
50 850 108235
50 850 70800
50 850 70596
50 850 70626
50 850 70805
50 850 98338
50 850 71060
50 850 70366
50 850 70498
50 850 79888
50 850 1080410
50 850 83107
50 850 73329
50 850 70975
50 850 81896
50 850 76595
50 850 77352
50 850 95263
50 850 76948
50 850 77016
50 850 76682
50 850 76743
50 850 71948
50 850 83960
50 850 78174
50 850 77413
50 850 76423
50 850 76598
50 850 94364
50 850 76967
50 850 76806
50 850 84269
50 850 71007
50 850 76628
50 850 171486
50 850 97195
50 850 85524
50 850 72833
50 850 72534
50 850 108029
50 850 70858
50 850 70502
50 850 76390
50 850 77785
50 850 76577
50 850 96124
50 850 76465
50 850 76523
50 850 76683
50 850 76555
50 850 70308
50 850 107348
50 850 73016
50 850 71795
50 850 71104
50 850 70676
50 850 70686
50 850 79685
50 850 70759
50 850 103203
50 850 70822
50 850 70650
50 850 71250
50 850 70364
50 850 108580
50 850 70972
50 850 73316
50 850 71555
50 850 70769
50 850 70515
50 850 70883
50 850 184723
50 850 71149
50 850 70648
50 850 99209
50 850 73695
50 850 71501
50 850 70954
50 850 70392
50 850 70649
50 850 101095
50 900 95875
50 900 70838
50 900 153508
50 900 91011
50 900 80255
50 900 80801
50 900 79988
50 900 177725
50 900 134046
50 900 125682
50 900 100738
50 900 80688
50 900 80113
50 900 79733
50 900 79517
50 900 79878
50 900 180753
50 900 100068
50 900 74208
50 900 74064
50 900 73610
50 900 73579
50 900 73423
50 900 109056
50 900 73688
50 900 80116
50 900 87272
50 900 73817
50 900 73442
50 900 73306
50 900 120386
50 900 73540
50 900 73668
50 900 73644
50 900 74065
50 900 165138
50 900 111174
50 900 73942
50 900 73666
50 900 73845
50 900 73557
50 900 110177
50 900 75047
50 900 74124
50 900 75025
50 900 74098
50 900 92569
50 900 99314
50 900 80265
50 900 80290
50 900 80316
50 900 79993
50 900 79759
50 900 92538
50 900 79889
50 900 79590
50 900 99285
50 900 81177
50 900 79796
50 900 80041
50 900 80104
50 900 73607
50 900 216735
50 900 110793
50 900 73953
50 900 73977
50 900 73597
50 900 73630
50 900 73850
50 900 110782
50 900 73932
50 900 87049
50 900 142613
50 900 73637
50 900 73926
50 900 106024
50 900 122421
50 900 73907
50 900 73517
50 900 73669
50 900 172512
50 900 143602
50 900 74251
50 900 73733
50 900 80153
50 900 99810
50 900 81325
50 900 79702
50 900 80010
50 900 79533
50 900 79380
50 900 81253
50 900 81966
50 900 83196
50 900 80559
50 900 81586
50 900 73425
50 900 73910
50 900 185342
50 900 171593
50 950 84130
50 950 112954
50 950 76870
50 950 78510
50 950 76439
50 950 76676
50 950 76367
50 950 220198
50 950 923617
50 950 77115
50 950 77357
50 950 76884
50 950 76455
50 950 76407
50 950 76761
50 950 112982
50 950 174178
50 950 77006
50 950 76753
50 950 76731
50 950 76428
50 950 76790
50 950 20210
50 950 76441
50 950 106235
50 950 82872
50 950 83545
50 950 83605
50 950 82810
50 950 82928
50 950 82783
50 950 82871
50 950 76905
50 950 115681
50 950 77045
50 950 77145
50 950 76462
50 950 76728
50 950 77184
50 950 77719
50 950 77249
50 950 76878
50 950 82900
50 950 83943
50 950 82990
50 950 83268
50 950 82526
50 950 82640
50 950 82557
50 950 129196
50 950 76676
50 950 76748
50 950 77164
50 950 76665
50 950 76632
50 950 76554
50 950 98312
50 950 76433
50 950 76997
50 950 77586
50 950 76284
50 950 76876
50 950 87231
50 950 86098
50 950 124795
50 950 105628
50 950 82859
50 950 83401
50 950 82568
50 950 82750
50 950 83922
50 950 83129
50 950 76529
50 950 76797
50 950 189791
50 950 76649
50 950 76492
50 950 76450
50 950 76601
50 950 8247
50 950 76757
50 950 96614
